Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR7650854,2018-09-06 00:08:41,2018-08-07 16:17:23,49973542,6499912077,49973542,130,2575,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650854,SRX4513787,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632348,SAMN09769890,simple,9606,Homo sapiens,GSM3320354,,,,,,,no,,,,,GEO,SRA754671,,public,52947E645E22CDD46B90CB5FCBA3285E,361947833DC362E0ED70B9303FA727AD
SRR7650855,2018-09-06 00:08:41,2018-08-07 16:13:07,40793261,5317102950,40793261,130,2186,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650855,SRX4513788,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632350,SAMN09769889,simple,9606,Homo sapiens,GSM3320355,,,,,,,no,,,,,GEO,SRA754671,,public,BBDCB7D1E950E10FCC46C94722E0F7E7,CF5DF03E1561966DC233EF11CDB46AC9
SRR7650856,2018-09-06 00:08:41,2018-08-07 16:11:50,26234917,3379206831,26234917,128,1349,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650856,SRX4513789,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632351,SAMN09769888,simple,9606,Homo sapiens,GSM3320356,,,,,,,no,,,,,GEO,SRA754671,,public,BE83DD8ED8BB1F48C3F2DEAC6255358D,EA40B99B7E3F61D98F3A7CDB484F4BF3
SRR7650857,2018-09-06 00:08:41,2018-08-07 16:24:43,47671966,6249774428,47671966,131,2610,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650857,SRX4513790,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632347,SAMN09769887,simple,9606,Homo sapiens,GSM3320357,,,,,,,no,,,,,GEO,SRA754671,,public,642D2292973E5C0D480EBF07A35ABD47,18FE6ABFDBF3AA361F335EDAB9C2C660
SRR7650858,2018-09-06 00:08:41,2018-08-07 16:14:16,44007640,5496259694,44007640,124,2218,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650858,SRX4513791,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632349,SAMN09769886,simple,9606,Homo sapiens,GSM3320358,,,,,,,no,,,,,GEO,SRA754671,,public,DFD02AA96F8E320B6090834196854DCD,97E6620436639E145097273F4C44D865
SRR7650859,2018-09-06 00:08:41,2018-08-07 16:23:49,56743063,7407015388,56743063,130,3041,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650859,SRX4513792,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632352,SAMN09769885,simple,9606,Homo sapiens,GSM3320359,,,,,,,no,,,,,GEO,SRA754671,,public,267B8E58DEAACD209E41C2C0619C762C,002A928B93869A53FEE97E96152BAE17
SRR7650860,2018-09-06 00:08:41,2018-08-07 16:19:54,58086979,7248828197,58086979,124,2874,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650860,SRX4513793,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632353,SAMN09769884,simple,9606,Homo sapiens,GSM3320360,,,,,,,no,,,,,GEO,SRA754671,,public,5B632E8E06433157BFFFFCAD47BC021B,25E776AB86757DF7DD35CE65C164ABD1
SRR7650861,2018-09-06 00:08:41,2018-08-07 16:24:18,43921416,5689182370,43921416,129,2257,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650861,SRX4513794,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632354,SAMN09769883,simple,9606,Homo sapiens,GSM3320361,,,,,,,no,,,,,GEO,SRA754671,,public,6C939D89D03C9DD35DF74FB19EDB63EC,F7EB2378FEFDBAC3310C653BAF190D6F
SRR7650862,2018-09-06 00:08:41,2018-08-07 16:22:27,52949311,6806498833,52949311,128,2749,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650862,SRX4513795,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632355,SAMN09769882,simple,9606,Homo sapiens,GSM3320362,,,,,,,no,,,,,GEO,SRA754671,,public,A75D01A96544919CC86340CC8659D56D,124BAA67FE485E67EC450961977DAA09
SRR7650863,2018-09-06 00:08:41,2018-08-07 16:12:45,39568069,5130946429,39568069,129,2125,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650863,SRX4513796,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632356,SAMN09769881,simple,9606,Homo sapiens,GSM3320363,,,,,,,no,,,,,GEO,SRA754671,,public,125980BB2177FA60998907A185F0291B,A1720B3748DD4968FE66336B285640D9
SRR7650864,2018-09-06 00:08:41,2018-08-07 16:21:14,48510299,6466803012,48510299,133,2631,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650864,SRX4513797,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632357,SAMN09769880,simple,9606,Homo sapiens,GSM3320364,,,,,,,no,,,,,GEO,SRA754671,,public,5D0C677088B4A085930F268C1A536B97,B2E50A62C53EFC021F99F0C4A9E19C2B
SRR7650865,2018-09-06 00:08:41,2018-08-07 16:20:15,46890330,6108246778,46890330,130,2428,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650865,SRX4513798,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632358,SAMN09769879,simple,9606,Homo sapiens,GSM3320365,,,,,,,no,,,,,GEO,SRA754671,,public,B530D03E19601C38A15DF3276AF90C96,A32B9D73CE30751AA0DC290B85BF15F0
SRR7650866,2018-09-06 00:08:41,2018-08-07 16:14:07,39247504,5083839167,39247504,129,2113,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650866,SRX4513799,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632360,SAMN09769878,simple,9606,Homo sapiens,GSM3320366,,,,,,,no,,,,,GEO,SRA754671,,public,CE60A9AEA5860D9162289E7E72910D13,8B6A404897C623D776F4347173891628
SRR7650867,2018-09-06 00:08:41,2018-08-07 16:21:12,45955739,5934568823,45955739,129,2386,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650867,SRX4513800,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632359,SAMN09769877,simple,9606,Homo sapiens,GSM3320367,,,,,,,no,,,,,GEO,SRA754671,,public,1F96C173DB1B1187A85050F3057C0EC5,8D5A6B7E5FD5F75B5AEA589A96F74F58
SRR7650868,2018-09-06 00:08:41,2018-08-07 16:23:21,45368132,5877892981,45368132,129,2428,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650868,SRX4513801,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632361,SAMN09769876,simple,9606,Homo sapiens,GSM3320368,,,,,,,no,,,,,GEO,SRA754671,,public,75E8DB332B1346284C4D291EA6330361,01521895DFCADAE06BF082A5F52188FB
SRR7650869,2018-09-06 00:08:41,2018-08-07 16:20:49,53887943,6557767748,53887943,121,2624,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650869,SRX4513802,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632362,SAMN09769875,simple,9606,Homo sapiens,GSM3320369,,,,,,,no,,,,,GEO,SRA754671,,public,5544BE56FA5EED0229442E35F05FD227,DC32F78459249DB46798F458AF7F1D06
SRR7650870,2018-09-06 00:08:41,2018-08-07 16:24:22,56461627,7406696235,56461627,131,2933,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650870,SRX4513803,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632363,SAMN09769874,simple,9606,Homo sapiens,GSM3320370,,,,,,,no,,,,,GEO,SRA754671,,public,272EFEF1B096493DE2538D8F145A9F1B,E1B075619A0F852A641BE394003F85D4
SRR7650871,2018-09-06 00:08:41,2018-08-07 16:29:33,51718949,6702821230,51718949,129,2697,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650871,SRX4513804,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632364,SAMN09769945,simple,9606,Homo sapiens,GSM3320371,,,,,,,no,,,,,GEO,SRA754671,,public,3DC7F6CF93857D5F8CA3C6870C48A351,52B38A082286723CA558B53418E7023A
SRR7650872,2018-09-06 00:08:42,2018-08-07 16:13:54,36032138,4568165025,36032138,126,1810,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650872,SRX4513805,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632365,SAMN09769854,simple,9606,Homo sapiens,GSM3320372,,,,,,,no,,,,,GEO,SRA754671,,public,2508C7F6DFC6BCE1493A77D148F9202A,6D20C4F7584D8F664AF389DB4FB90C05
SRR7650873,2018-09-06 00:08:42,2018-08-07 16:28:51,50879776,6137939461,50879776,120,2454,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650873,SRX4513806,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632367,SAMN09769853,simple,9606,Homo sapiens,GSM3320373,,,,,,,no,,,,,GEO,SRA754671,,public,BCB19E64221EFC479BCA2CECA9631270,C875CEF9F772E4A677C2B46538CA4009
SRR7650874,2018-09-06 00:08:42,2018-08-07 16:23:53,38154992,4790814301,38154992,125,1921,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650874,SRX4513807,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632366,SAMN09769944,simple,9606,Homo sapiens,GSM3320374,,,,,,,no,,,,,GEO,SRA754671,,public,338E79991254C652B95ACB6C969EA2EA,C5BFF59107A8779D02216511929008CC
SRR7650875,2018-09-06 00:08:42,2018-08-07 16:22:23,44293090,5394195426,44293090,121,2159,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650875,SRX4513808,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632368,SAMN09769857,simple,9606,Homo sapiens,GSM3320375,,,,,,,no,,,,,GEO,SRA754671,,public,47CB7D7BF3F796FD06B002BF3A4EFC0E,BFF282C262F66E87B47727250B633A79
SRR7650876,2018-09-06 00:08:42,2018-08-07 16:28:30,55026563,7195259457,55026563,130,2955,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650876,SRX4513809,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632369,SAMN09769856,simple,9606,Homo sapiens,GSM3320376,,,,,,,no,,,,,GEO,SRA754671,,public,9F500490A5BAF9A2DB5266A42A1C76DB,108E55F37E03D6006A4329B2A4CA4B12
SRR7650877,2018-09-06 00:08:42,2018-08-07 16:25:18,53059754,6959996167,53059754,131,2782,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650877,SRX4513810,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632372,SAMN09769855,simple,9606,Homo sapiens,GSM3320377,,,,,,,no,,,,,GEO,SRA754671,,public,E3D559D3A3CD1D6DEDEA1750D3DE3EB5,EDE8387DF8BF366A2563EC8E1C51810A
SRR7650878,2018-09-06 00:08:42,2018-08-07 16:27:22,44264147,5652963689,44264147,127,2323,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650878,SRX4513811,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632371,SAMN09769852,simple,9606,Homo sapiens,GSM3320378,,,,,,,no,,,,,GEO,SRA754671,,public,6B10EEE98D1FD513C6D20A218440E700,5B34952B2CD54B561417B76D6D8CC1E0
SRR7650879,2018-09-06 00:08:42,2018-08-07 16:28:13,48432291,6290964476,48432291,129,2514,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650879,SRX4513812,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632370,SAMN09769851,simple,9606,Homo sapiens,GSM3320379,,,,,,,no,,,,,GEO,SRA754671,,public,8765E4EF49B26003A44CBC47A4C44C9C,4944D349FE5FA09E56DD51E6915C06AF
SRR7650880,2018-09-06 00:08:42,2018-08-07 16:25:15,47290176,5971658813,47290176,126,2480,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650880,SRX4513813,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632373,SAMN09769850,simple,9606,Homo sapiens,GSM3320380,,,,,,,no,,,,,GEO,SRA754671,,public,FA9FC4175FD4595F80781850537D4EBC,DB4D40CA42D71DA3691980FC2853863B
SRR7650881,2018-09-06 00:08:42,2018-08-07 16:31:04,54382301,7043406081,54382301,129,2812,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650881,SRX4513814,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632374,SAMN09769849,simple,9606,Homo sapiens,GSM3320381,,,,,,,no,,,,,GEO,SRA754671,,public,50863EB48981C413E0DE5B7838428CB8,4052F3C4E4887633BC7839BEFE17AE47
SRR7650882,2018-09-06 00:08:42,2018-08-07 16:36:21,65997563,8351719719,65997563,126,3457,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650882,SRX4513815,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632375,SAMN09769848,simple,9606,Homo sapiens,GSM3320382,,,,,,,no,,,,,GEO,SRA754671,,public,C07B08B048399BC280542DA83CCBD473,1B4AB243D92C603F7EF391ADE01950C7
SRR7650883,2018-09-06 00:08:42,2018-08-07 16:27:15,39427142,5243329965,39427142,132,2149,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650883,SRX4513816,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632377,SAMN09769847,simple,9606,Homo sapiens,GSM3320383,,,,,,,no,,,,,GEO,SRA754671,,public,9FF1E0556B0D8B7EB6CF5B0A292B89A4,6256CB3A4DF241D09241FC25CDFEB0E3
SRR7650884,2018-09-06 00:08:42,2018-08-07 16:32:59,61694841,7741838658,61694841,125,3062,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650884,SRX4513817,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632378,SAMN09769846,simple,9606,Homo sapiens,GSM3320384,,,,,,,no,,,,,GEO,SRA754671,,public,2463FCE32AFFAF295F2DF51244CF8E2B,5FED386B73537B9198736EE773B64FA0
SRR7650885,2018-09-06 00:08:42,2018-08-07 16:28:02,54265732,7104701328,54265732,130,2956,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650885,SRX4513818,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632379,SAMN09769845,simple,9606,Homo sapiens,GSM3320385,,,,,,,no,,,,,GEO,SRA754671,,public,4F3ADACA956A7B0D52F35E65281188CB,7E965978233D9F7024AE9AA589E3C470
SRR7650886,2018-09-06 00:08:42,2018-08-07 16:33:09,51493592,6583914358,51493592,127,2635,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650886,SRX4513819,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632376,SAMN09769844,simple,9606,Homo sapiens,GSM3320386,,,,,,,no,,,,,GEO,SRA754671,,public,7FB23BFDB899C3187C5376E6ADCD96EE,CEE195D53928E5D92038A0E1D8D33427
SRR7650887,2018-09-06 00:08:42,2018-08-07 16:38:54,61579674,7814560532,61579674,126,3072,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650887,SRX4513820,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP156496,PRJNA484801,,484801,SRS3632380,SAMN09769843,simple,9606,Homo sapiens,GSM3320387,,,,,,,no,,,,,GEO,SRA754671,,public,72E055F50EAE3CE9372E72EBAF755040,F9DC771C6562822DCC415CE115A1543D
SRR7650909,2018-09-06 00:08:42,2018-08-07 16:43:29,77438637,10421006873,77438637,134,4053,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650909,SRX4513842,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP156496,PRJNA484801,,484801,SRS3632402,SAMN09769873,simple,9606,Homo sapiens,GSM3320409,,,,,,,no,,,,,GEO,SRA754671,,public,E7F8A0D4156DE12E6F5E3E0582B33677,57FD1BFC880FEF1072A86417D402BBF4
SRR7650910,2018-09-06 00:08:42,2018-08-07 16:37:00,59614340,7946439919,59614340,133,3086,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650910,SRX4513843,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP156496,PRJNA484801,,484801,SRS3632403,SAMN09769872,simple,9606,Homo sapiens,GSM3320410,,,,,,,no,,,,,GEO,SRA754671,,public,74DED695D1EE3D0CC01200E53B0B4C84,1528F8B3B7559B39D05C0DA46AA8B070
SRR7650911,2018-09-06 00:08:42,2018-08-07 16:34:04,43340921,5774972831,43340921,133,2245,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650911,SRX4513844,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP156496,PRJNA484801,,484801,SRS3632404,SAMN09769871,simple,9606,Homo sapiens,GSM3320411,,,,,,,no,,,,,GEO,SRA754671,,public,D48FE9375F4B3FD5FACFA2B607909E7C,57F8337DAE6F4136A110B06421DCE461
SRR7650912,2018-09-06 00:08:42,2018-08-07 17:08:40,66517869,9084543997,66517869,136,3605,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007471/SRR7650912,SRX4513845,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP156496,PRJNA484801,,484801,SRS3632405,SAMN09769870,simple,9606,Homo sapiens,GSM3320412,,,,,,,no,,,,,GEO,SRA754671,,public,287CABAA680C7FFB5D82D8AB63F3C3EE,D497AA20B696F65A82DF602E01E2370B
