Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2920546,2016-06-01 15:56:07,2015-11-17 14:38:41,5401454,821021008,5401454,152,420,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920546,SRX1427869,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159240,SAMN04262126,simple,9606,Homo sapiens,GSM1937456,,,,,,,no,,,,,GEO,SRA311054,,public,B55F0BFA7E851EDB9CC7DBED1AB169E8,2C3E83D959AEF2FE54E98FD36571F0CD
SRR2920547,2016-06-01 15:56:07,2015-11-17 15:18:57,64499821,9803972792,64499821,152,4647,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920547,SRX1427870,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159239,SAMN04262127,simple,9606,Homo sapiens,GSM1937457,,,,,,,no,,,,,GEO,SRA311054,,public,CAC915A97FC092FC19E4AA87FDD0E729,77FE6CF294CDCADA4D1BDACA9E290F96
SRR2920548,2016-06-01 15:56:07,2015-11-17 14:37:34,5026735,764063720,5026735,152,391,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920548,SRX1427871,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159238,SAMN04262128,simple,9606,Homo sapiens,GSM1937458,,,,,,,no,,,,,GEO,SRA311054,,public,8DFA9ECF64A78AC06F506A688FF9EBD1,D4CC893725EFF3B07E5182002BC15059
SRR2920549,2016-06-01 15:56:07,2015-11-17 15:02:08,53455162,8125184624,53455162,152,4172,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920549,SRX1427872,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159237,SAMN04262129,simple,9606,Homo sapiens,GSM1937459,,,,,,,no,,,,,GEO,SRA311054,,public,87E10732698DADD2A0E1A87C9DC091D2,7FC32B6DA5379F5CCADAA54F5915D49C
SRR2920550,2016-06-01 15:56:07,2015-11-17 14:39:13,5098598,774986896,5098598,152,396,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920550,SRX1427873,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159236,SAMN04262130,simple,9606,Homo sapiens,GSM1937460,,,,,,,no,,,,,GEO,SRA311054,,public,92ADA4A8809A025C81FA159545C60D70,C3255D80DA7075FDDF69272783F763BC
SRR2920551,2016-06-01 15:56:07,2015-11-17 15:00:42,55679269,8463248888,55679269,152,3572,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920551,SRX1427874,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159235,SAMN04262131,simple,9606,Homo sapiens,GSM1937461,,,,,,,no,,,,,GEO,SRA311054,,public,DE115524CC35DEA9599B6BA80C2B4CEA,3B075C1A926CFCFC56221E8EC6F774BE
SRR2920552,2016-06-01 15:56:07,2015-11-17 14:53:13,40184829,6108094008,40184829,152,2577,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920552,SRX1427875,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159234,SAMN04262132,simple,9606,Homo sapiens,GSM1937462,,,,,,,no,,,,,GEO,SRA311054,,public,BD0D0DE5D5BBCBFD968B24274A17AD7D,D763C045C796B68DB1308DC4788B2EF0
SRR2920553,2016-06-01 15:56:07,2015-11-17 14:47:47,33354400,3335440000,33354400,100,1892,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920553,SRX1427876,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066100,PRJNA301969,,301969,SRS1159233,SAMN04262133,simple,9606,Homo sapiens,GSM1937463,,,,,,,no,,,,,GEO,SRA311054,,public,5147310A7C7AEBF75B84861109C33AD6,0BD0894835243A25532DDDCCDE81B740
SRR2920554,2016-06-01 15:56:07,2015-11-17 14:40:41,13736390,2087931280,13736390,152,1063,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920554,SRX1427877,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159232,SAMN04262134,simple,9606,Homo sapiens,GSM1937464,,,,,,,no,,,,,GEO,SRA311054,,public,2BED73EEF16EFFB201DEB26A4849F4E3,9FDD8D3AA145C5F2939827320C0E5F99
SRR2920555,2016-06-01 15:56:07,2015-11-17 14:46:02,24385936,2438593600,24385936,100,1403,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920555,SRX1427878,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066100,PRJNA301969,,301969,SRS1159231,SAMN04262135,simple,9606,Homo sapiens,GSM1937465,,,,,,,no,,,,,GEO,SRA311054,,public,E19CA8112D6E5E1C0E97530379AD4BD9,35437955B37EE1429C7052F0A470D223
SRR2920556,2016-06-01 15:56:07,2015-11-17 14:42:58,20930367,2093036700,20930367,100,1195,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920556,SRX1427879,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066100,PRJNA301969,,301969,SRS1159230,SAMN04262136,simple,9606,Homo sapiens,GSM1937466,,,,,,,no,,,,,GEO,SRA311054,,public,0B367C4EC526B61A5A28E885831D5535,A7937201D7464BF94F1A95BEBDD843CB
SRR2920557,2016-06-01 15:56:07,2015-11-17 14:39:06,9811083,1491284616,9811083,152,763,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920557,SRX1427880,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159229,SAMN04262137,simple,9606,Homo sapiens,GSM1937467,,,,,,,no,,,,,GEO,SRA311054,,public,1B5A22A62793AD81DE6B0A6A7C89D435,700D1F4741AB141FA8E6593C5B56BA45
SRR2920558,2016-06-01 15:56:07,2015-11-17 14:42:29,18431219,2801545288,18431219,152,1143,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920558,SRX1427881,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159228,SAMN04262138,simple,9606,Homo sapiens,GSM1937468,,,,,,,no,,,,,GEO,SRA311054,,public,5B09DD932712F667ADAECF958BF04A6A,4DA4A176E7A10FF6701EB70A218EAF9D
SRR2920559,2016-06-01 15:56:07,2015-11-17 14:43:30,21739830,3304454160,21739830,152,1451,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920559,SRX1427882,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159227,SAMN04262139,simple,9606,Homo sapiens,GSM1937469,,,,,,,no,,,,,GEO,SRA311054,,public,200588AA3D23BA3C9DF12287752AFEE6,209E271EC5F13A3BB0DF82C66CA1805B
SRR2920560,2016-06-01 15:56:07,2015-11-17 14:44:12,18827187,2861732424,18827187,152,1167,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920560,SRX1427883,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159226,SAMN04262140,simple,9606,Homo sapiens,GSM1937470,,,,,,,no,,,,,GEO,SRA311054,,public,29B3A089688D6E9A5B480524D2400C5F,817972D0C689F79B5CF3234B951CBD7B
SRR2920561,2016-06-01 15:56:07,2015-11-17 14:52:29,41830965,6358306680,41830965,152,3227,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920561,SRX1427884,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159225,SAMN04262141,simple,9606,Homo sapiens,GSM1937471,,,,,,,no,,,,,GEO,SRA311054,,public,7421CDBBCD1EA7A4398D33FD8A8F400F,D04F10110974498FE0EA69732FC00290
SRR2920562,2016-06-01 15:56:07,2015-11-17 14:48:46,30873489,4692770328,30873489,152,2398,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920562,SRX1427885,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159224,SAMN04262142,simple,9606,Homo sapiens,GSM1937472,,,,,,,no,,,,,GEO,SRA311054,,public,440E730020F3952657D2BCAD37AB72E8,09350CA35931BFD4934F21D6F4698B2E
SRR2920563,2016-06-01 15:56:07,2015-11-17 14:48:33,31690548,4816963296,31690548,152,2090,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920563,SRX1427886,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159223,SAMN04262143,simple,9606,Homo sapiens,GSM1937473,,,,,,,no,,,,,GEO,SRA311054,,public,B7C443286C9DE123F2535731033C21C5,43F7B1150F1BBD26CC1873A783AD1833
SRR2920564,2016-06-01 15:56:07,2015-11-17 14:44:57,27149331,4126698312,27149331,152,1798,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920564,SRX1427887,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159222,SAMN04262144,simple,9606,Homo sapiens,GSM1937474,,,,,,,no,,,,,GEO,SRA311054,,public,2EF9C0DB1A67C8D3DFE83CDA25E02D1D,073E414046C719AEAF60F80965703FA4
SRR2920565,2016-06-01 15:56:07,2015-11-17 14:51:18,39000470,5928071440,39000470,152,2572,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920565,SRX1427888,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159221,SAMN04262145,simple,9606,Homo sapiens,GSM1937475,,,,,,,no,,,,,GEO,SRA311054,,public,4B4EA95770C18BA8814C8E3FE426379E,2E63F9307AA825C610097FC84E6E74A8
SRR2920566,2016-06-01 15:56:07,2015-11-17 14:51:00,38115366,5793535632,38115366,152,2512,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920566,SRX1427889,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159220,SAMN04262146,simple,9606,Homo sapiens,GSM1937476,,,,,,,no,,,,,GEO,SRA311054,,public,0E144735F84EB12C9CF66DC2B117CBCF,84D11D8F138351ACDAB8EA286A74527B
SRR2920567,2016-06-01 15:56:07,2015-11-17 14:42:38,19297461,2933214072,19297461,152,1309,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920567,SRX1427890,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159219,SAMN04262147,simple,9606,Homo sapiens,GSM1937477,,,,,,,no,,,,,GEO,SRA311054,,public,0C09C84F432C33F5D5DDC7718FA9AEB9,EF3F52EC1E17C2EADA23A4C25B6872B6
SRR2920568,2016-06-01 15:56:07,2015-11-17 14:49:00,35350659,5373300168,35350659,152,2393,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920568,SRX1427891,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159218,SAMN04262148,simple,9606,Homo sapiens,GSM1937478,,,,,,,no,,,,,GEO,SRA311054,,public,0852D9593CC479411C665A7BFEA4E49D,37877D9A1F622CDD33F0715FE9467F3C
SRR2920569,2016-06-01 15:56:07,2015-11-17 14:41:24,17622581,2678632312,17622581,152,1101,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920569,SRX1427892,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159217,SAMN04262149,simple,9606,Homo sapiens,GSM1937479,,,,,,,no,,,,,GEO,SRA311054,,public,DA49046C4BE69B8D4240888D2617519F,EDE3A5B680CFDCCF2D154FEE047A32C2
SRR2920570,2016-06-01 15:56:07,2015-11-17 14:51:21,26051218,3959785136,26051218,152,1707,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920570,SRX1427893,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159216,SAMN04262150,simple,9606,Homo sapiens,GSM1937480,,,,,,,no,,,,,GEO,SRA311054,,public,1BA2B34E5A2DC11EF44F910AF38B869C,4E34EC0962AFC418FA05588680397D51
SRR2920571,2016-06-01 15:56:07,2015-11-17 14:46:04,28225426,4290264752,28225426,152,1748,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920571,SRX1427894,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159215,SAMN04262151,simple,9606,Homo sapiens,GSM1937481,,,,,,,no,,,,,GEO,SRA311054,,public,52561CB3E81B4E83D4E9DB2C608A3CCC,E913D001DC7B930FBC499BB8F0695D55
SRR2920572,2016-06-01 15:56:07,2015-11-17 14:54:51,50323314,7649143728,50323314,152,3089,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920572,SRX1427895,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159214,SAMN04262159,simple,9606,Homo sapiens,GSM1937482,,,,,,,no,,,,,GEO,SRA311054,,public,4980897FBB6D4B7692E4F7629F099601,DB9AD112D7F4086B7A25BBEC83E11400
SRR2920573,2016-06-01 15:56:07,2015-11-17 14:55:23,45566523,6926111496,45566523,152,3050,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920573,SRX1427896,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159213,SAMN04262160,simple,9606,Homo sapiens,GSM1937483,,,,,,,no,,,,,GEO,SRA311054,,public,3ACDAEB09E5CA14F5387499A80883B44,A1F9410E5581C554D8A16B04C45EC9D5
SRR2920574,2016-06-01 15:56:07,2015-11-17 14:44:49,24627701,3743410552,24627701,152,1535,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920574,SRX1427897,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159212,SAMN04262152,simple,9606,Homo sapiens,GSM1937484,,,,,,,no,,,,,GEO,SRA311054,,public,55BEF33EA9EC89F6D25BA54F033209AF,838B24D3365ED9BD9321C57F7869B0EC
SRR2920575,2016-06-01 15:56:07,2015-11-17 14:42:22,16663775,2532893800,16663775,152,1130,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920575,SRX1427898,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159211,SAMN04262153,simple,9606,Homo sapiens,GSM1937485,,,,,,,no,,,,,GEO,SRA311054,,public,ABDCE58D6561CCE23A42E870D82D24B1,D3AE9B9FEF23E2381947A96C57C5307E
SRR2920576,2016-06-01 15:56:07,2015-11-17 14:50:59,27543820,4186660640,27543820,152,1861,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920576,SRX1427899,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159210,SAMN04262154,simple,9606,Homo sapiens,GSM1937486,,,,,,,no,,,,,GEO,SRA311054,,public,12B23F1D35CA83FC398B52063EC401EA,9B86D44267616FB2520393BC03D59058
SRR2920577,2016-06-01 15:56:07,2015-11-17 14:39:59,13305798,2022481296,13305798,152,905,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920577,SRX1427900,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159209,SAMN04262155,simple,9606,Homo sapiens,GSM1937487,,,,,,,no,,,,,GEO,SRA311054,,public,FF5BC6816DC4F2426686842F4D93B4CF,049FF81D56B174AB888B435929383889
SRR2920578,2016-06-01 15:56:07,2015-11-17 14:33:54,31628295,4807500840,31628295,152,2143,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920578,SRX1427901,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159208,SAMN04262156,simple,9606,Homo sapiens,GSM1937488,,,,,,,no,,,,,GEO,SRA311054,,public,85A7F0D2EDECABBA18473E1F8E729206,0D24506430D7DD44F3C9CD036EF6C72A
SRR2920579,2016-06-01 15:56:07,2015-11-17 14:39:21,42387904,6442961408,42387904,152,2850,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920579,SRX1427902,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159207,SAMN04262157,simple,9606,Homo sapiens,GSM1937489,,,,,,,no,,,,,GEO,SRA311054,,public,15A42C84D5B62428F8AE075772FD5CC4,A7D74B44940BC6664411BC198F62540D
SRR2920580,2016-06-01 15:56:07,2015-11-17 14:34:55,30071257,4570831064,30071257,152,1879,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920580,SRX1427903,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159206,SAMN04262158,simple,9606,Homo sapiens,GSM1937490,,,,,,,no,,,,,GEO,SRA311054,,public,2A0DF1A67483575C4E29A941B993B6F5,F77745C2DA89D7F58B07AD9F43E49A56
SRR2920581,2016-06-01 15:56:07,2015-11-17 14:29:03,20712209,3148255768,20712209,152,1299,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920581,SRX1427904,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159205,SAMN04262161,simple,9606,Homo sapiens,GSM1937491,,,,,,,no,,,,,GEO,SRA311054,,public,8C7DD0FAD2551608AC9A5ECF0C065E6F,36C8ABDE8DB1813E5DA5A8536D9F9C50
SRR2920582,2016-06-01 15:56:07,2015-11-17 14:29:46,19716722,2996941744,19716722,152,1276,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920582,SRX1427905,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159204,SAMN04262162,simple,9606,Homo sapiens,GSM1937492,,,,,,,no,,,,,GEO,SRA311054,,public,06C110F2014BB0F5503E8FC61710E496,BA7152AE73BCEA8BA70DBE7FED8233C3
SRR2920583,2016-06-01 15:56:07,2015-11-17 14:31:50,26875298,4085045296,26875298,152,1767,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920583,SRX1427906,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159203,SAMN04262163,simple,9606,Homo sapiens,GSM1937493,,,,,,,no,,,,,GEO,SRA311054,,public,847935915C89F737ABBE8F936F799370,256134F548C9419A6ECC6248746A4506
SRR2920584,2016-06-01 15:56:07,2015-11-17 14:33:39,23887706,3630931312,23887706,152,1541,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920584,SRX1427907,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159202,SAMN04262164,simple,9606,Homo sapiens,GSM1937494,,,,,,,no,,,,,GEO,SRA311054,,public,482152850F89E580D2F5E7339BFFE857,2806C6CA070F3F9A51821D6536E1B438
SRR2920585,2016-06-01 15:56:07,2015-11-17 14:46:13,57591086,8753845072,57591086,152,3749,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002852/SRR2920585,SRX1427908,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP066100,PRJNA301969,,301969,SRS1159201,SAMN04262165,simple,9606,Homo sapiens,GSM1937495,,,,,,,no,,,,,GEO,SRA311054,,public,EA3C666EFA48293F915A8BD18A2A373C,3E76CDB7B002EC67553868DB41327C4B
